Eigenstate,Energy,Diagonal Energy,Residual Energy
65,1690.97499522325699916149028999789475,1690.97520484174535774846262282024818,-0.00020961848835858697233282235343
66,1743.37807407130198911150379562907710,1743.37827842619157971590514419262218,-0.00020435488959060440134856354508
67,1796.58110649290006043231184986228906,1796.58130579000638710842655434693056,-0.00019929710632667611470448464150
68,1850.58409386847447429530024804039259,1850.58428830274718446002723182080930,-0.00019443427271016472698378041671
69,1905.38703751774585193758813127654689,1905.38722727398749168299259576497816,-0.00018975624163974540446448843127
70,1960.98993870324160971650991821203910,1960.99012395676948467544060351113374,-0.00018525352787495893068529909464
71,2017.39279863355528835340897796585192,2017.39297955081165423008405686450602,-0.00018091725636587667507889865410
72,2074.59561846637687453629627098109678,2074.59579520549213762639781315148793,-0.00017673911526309010154217039115
73,2132.59839931131316004452401309270639,2132.59857202262628682800084369565818,-0.00017271131312678347683060295179
74,2191.40114223251536471007244246933348,2191.40131105905527400819417364108445,-0.00016882653990929812173117175097
75,2251.00384825112961842894507126876849,2251.00401332906095180583879687140860,-0.00016507793133337689372560264011
76,2311.40651834758444787941313447463084,2311.40667980662077869500708244953676,-0.00016145903633081559394797490592
77,2372.60915346372811120543206688425439,2372.60931142751535408926203830075868,-0.00015796378724288382997141650429
78,2434.61175450482745812537304069004939,2434.61190909129997471235762001233192,-0.00015458647251658698457932228253
79,2497.41432234143894610622059574038728,2497.41447366315060547108203893870108,-0.00015132171165936486144319831380
80,2561.01685781116150511774326897914021,2561.01700597559374526501015936678031,-0.00014816443224014726689038764010
81,2625.41936172028009413966758468200184,2625.41950683012884083589918718133906,-0.00014510984874669623160249933722
82,2690.62183484530803114433256922631216,2690.62197699875116025396450285040399,-0.00014215344312910963193362409183
83,2756.62427793443548954351240154536454,2756.62441722538236622444501438059539,-0.00013929094687668093261283523085
84,2823.42669170889092979637880767572462,2823.42682822721542056588802912439906,-0.00013651832449076950922144867444
85,2891.02907686422167559940124311776932,2891.02921069597990567667348810283317,-0.00013383175823007727224498506385
86,2959.43143407149932821359376346019594,2959.43156529913334529062811870124914,-0.00013122763401707703435524105320
87,3028.63376397845525501371757042706478,3028.63389268098365998818462472575644,-0.00012870252840497446705429869166
88,3098.63606721055096496631274334774679,3098.63619346374747953173300958091069,-0.00012625319651456542026623316390
89,3169.43834437198780024127117203731545,3169.43846824854865913913836677790990,-0.00012387656085889786719474059445
90,3241.04059604666002994493349550185290,3241.04071761636101137069365382789202,-0.00012156970098142576015832603912
91,3313.44282279905511051064220935217605,3313.44294212889895078628794098317340,-0.00011932984384027564573163099735
92,3386.64502517510458898514407370680865,3386.64514232945946655364361390659905,-0.00011715435487756849954019979040
93,3460.64720370298886319417930256340330,3460.64731874371858142409351741412573,-0.00011504072971822991421485072243
94,3535.44935889389876984185699812333018,3535.44947188048521768134624590819690,-0.00011298658644783948924778486672
95,3611.05149124275675044438727684606384,3611.05160223241517395668807844171265,-0.00011098965842351230080159564881
96,3687.45360122890014317662423579062529,3687.45371027668771922423533936895526,-0.00010904778757604761110357832997
97,3764.65568931672896436776413739208562,3764.65579647564712933890731523465176,-0.00010715891816497114317784256614
98,3842.65775595632037050824877776493249,3842.65786127741132232999470718010856,-0.00010532109095182174592941517607
99,3921.45980158401183815773460020243878,3921.45990511644959775154203603311770,-0.00010353243775959380743583067892
100,4001.06182662295495280357235235030427,4001.06192841413134216773290747120333,-0.00010179117638936416055512089906
101,4081.46383148364156841508739319966323,4081.46393157924743572091276068830656,-0.00010009560586730582536748864333
102,4162.66581656440397386422983953135294,4162.66591500850597153304560634650593,-0.00009844410199766881576681515299
103,4244.66778225189059446955086236049289,4244.66787908700379383867532977157448,-0.00009683511319936912446741108159
104,4327.46972892151864965575087447946934,4327.46982418867525507354148581524218,-0.00009526715660541779061133577284
105,4411.07165693790509464728876906428009,4411.07175067671950113111184579384102,-0.00009373881440648382307672956093
106,4495.47356665527708335029738064870733,4495.47365890400750441784853319474322,-0.00009224873042106755115254603589
107,4580.67545841786311149509509260389529,4580.67554921346998780936462206468536,-0.00009079560687631426952946079007
108,4666.67733256026591987202911602911258,4666.67742193846730465052586692191226,-0.00008937820138477849675089279968
109,4753.47918940781816889985173239703708,4753.47927740314227235415628459987634,-0.00008799532410345430455220283926
110,4841.08102927692183334570587780837586,4841.08111592275689600160045032318294,-0.00008664583506265589457251480708
111,4929.48285247537220015459779624735627,4929.48293780401385326327334589836135,-0.00008532864165310867554965100508
112,5018.68465930266730291260108892935968,5018.68474334536356350109764016225374,-0.00008404269626058849655123289406
113,5108.68645005030357093224244053861845,5108.68653283729760920031251405073684,-0.00008278699403826807007351211839
114,5199.48822500205842219076288742725950,5199.48830656262922977951774548443651,-0.00008156057080758875485805717701
115,5291.08998443426048890344598774379016,5291.09006479676156813304454558451639,-0.00008036250107922959855784072623
116,5383.49172861604811618255603054545995,5383.49180780794430251873480113925279,-0.00007919189618633617877059379284
117,5476.69345780961674251942264832182960,5476.69353585751926529209160832797526,-0.00007804790252277266896000614566
118,5570.69517227045572979610259381701534,5570.69524920015560939896535759108999,-0.00007692969987960286276377407465
119,5665.49687224757517681933325402325098,5665.49694808407505045996277646527630,-0.00007583649987364062952244202532
120,5761.09855798372322452725735616519554,5761.09863275126768671061125618155651,-0.00007476754446218335390001636097
121,5857.50022971559432275215419806676710,5857.50030343769886133339664729589775,-0.00007372210453858124244922913065
122,5954.70188767402890950927992124093009,5954.70196037350751312204355978823837,-0.00007269947860361276363854730828
123,6052.70353208420492158898732348004017,6052.70360378319642959106731200429415,-0.00007169899150800207998852425398
124,6151.50516316582153754948709851384767,6151.50523388581479929951448498874517,-0.00007071999326175002738647489750
125,6251.10678113327552464134921928484670,6251.10685089513343083374307171295294,-0.00006976185790619239385242810624
126,6351.50838619583054599754568972085388,6351.50845501981299105325494689071550,-0.00006882398244505570925716986162
127,6452.70997855777976384494944843032322,6452.71004646356559481979143037319777,-0.00006790578583097484198194287455
128,6554.71155841860205190601432023667368,6554.71162542531005607924268125634814,-0.00006700670800417322836101967446
129,6657.51312597311211808612285368764188,6657.51319209932109836477316090112947,-0.00006612620898027865030721348759
130,6761.11468141160482016022156327389483,6761.11474667537280455142681380692824,-0.00006526376798439120525053303341
131,6865.51622491999394176824503413380911,6865.51628933887657049402679089510196,-0.00006441888262872578175676129285
132,6970.71775667994568105162949794122489,6970.71782027101381233934627595008606,-0.00006359106813128771677800886117
133,7076.71927686900709248163277146951906,7076.71933964886366585998903760618732,-0.00006277985657337835626613666826
134,7183.52078566072971115421817275550728,7183.52084764552590471388039090902473,-0.00006198479619355966221815351745
135,7291.12228322478857071791788803286352,7291.12234443023928683154650408112709,-0.00006120545071611362861604826357
136,7399.52376972709682241356088900411495,7399.52383016849553455725438038393202,-0.00006044139871214369349137981707
137,7508.72524532991614939680660653540415,7508.72530502214914075968882345377563,-0.00005969223299136288221691837148
138,7618.72671019196315690243532582804178,7618.72676914952317989625195326152460,-0.00005895756002299381662743348282
139,7729.52816446851191670344045533912366,7729.52822270551130086940747640323012,-0.00005823699938416596702106410646
140,7841.12960831149282887199953490991144,7841.12966584167606313623780975892331,-0.00005753018323426423827484901187
141,7953.53104186958795929191110186484473,7953.53109870634377324105542967199407,-0.00005683675581394914432780714934
142,8066.73246528832300329881713840699657,8066.73252144469597071586692560589567,-0.00005615637296741704978719889910
143,8180.73387871015601717436179931393871,8180.73393419885770388964006375235762,-0.00005548870168671527826443841891
144,8295.53528227456305204079997110990203,8295.53533710798272899511295459079363,-0.00005483341967695431298348089160
145,8411.13667611812082051481026640789456,8411.13673030833576184936297180071450,-0.00005419021494133455270539281994
146,8527.53806037458651861051593052329219,8527.53811393337190351692073730703561,-0.00005355878538490640480678374342
147,8644.73943517497491717875129563569897,8644.73948811381335331797687432930512,-0.00005293883843613922557869360615
148,8762.74080064763283821157809386247896,8762.74085297772352361706091202705951,-0.00005233009068540548281816458055
149,8881.54215691831111781298142103566938,8881.54220865057865723837042353195856,-0.00005173226753942538900249628918
150,9001.14350411023415947659837431670647,9001.14355525533705049959184259969499,-0.00005114510289102299346828298852
151,9121.54484234416717358470804371368313,9121.54489291250597680981679120582536,-0.00005056833880322510874749214223
152,9242.74617173848119342762747018763440,9242.74622174020640059180462209068856,-0.00005000172520716417715190305416
153,9364.74749240921595669318106372534321,9364.74754185423556967959435767678009,-0.00004944501961298641329395143688
154,9487.54880447014073632545929615792073,9487.54885336812756951472663903665387,-0.00004889798683318926734287873314
155,9611.15010803281319898883244848537914,9611.15015639321191674256732940984206,-0.00004836039871775373488092446292
156,9735.55140320663636900355523541171734,9735.55145103867026945261385619351728,-0.00004783203390044905862078179994
157,9860.75269009891376879953824776937403,9860.75273741159132469087000471774193,-0.00004731267755589133175694836790
158,9986.75396881490280770635932948999169,9986.75401561702397440879071797667985,-0.00004680212116670243138848668816
159,10113.5552394578664827523203560934500,10113.5552857580287831458661238652524,-0.0000463001623003935457677718024
160,10241.1565021291234578100589078841407,10241.1565479357278532461879354867245,-0.0000458066043954361290276025838
161,10369.5577569280965795848057371039975,10369.5578022493531357207143177616750,-0.0000453212565561359085806576775
162,10498.7590039523598899063591873753268,10498.7590487962932457609757150030687,-0.0000448439333558546165276277419
163,10628.7602432976841891780459180570171,10628.7602876721388374398321269505915,-0.0000443744546482617862088935744
164,10759.5614750580812056192325993227022,10759.5615189707265917772817601837069,-0.0000439126453861580491608610047
165,10891.1626993258464189015760516487601,10891.1627427841818664487467323663836,-0.0000434583354475471706807176235
166,11023.5639161916005886945706081656139,11023.5639592029600573801195899319498,-0.0000430113594686855489817663359
167,11156.7651257443300353526818118400024,11156.7651683158867190765540743661524,-0.0000425715566837238722625261500
168,11290.7663280714257154329497039608806,11290.7663702101964860618515650748917,-0.0000421387707706289018611140111
169,11425.5675232587211371051223688941533,11425.5675649715708403085685508392331,-0.0000417128497032034461819450798
170,11561.1687113905291551974049203105579,11561.1687526841747639960067929674798,-0.0000412936456087986018726569219
171,11697.5698925496776860722547706915695,11697.5699334306923176484689644016138,-0.0000408810146315762141937100443
172,11834.7710668175443801988506414551555,11834.7711072923611812028886250193008,-0.0000404748168010040379835641453
173,11972.7722342740902878245360228469286,11972.7722743490061932304747496434092,-0.0000400749159054059387267964806
174,12111.5733949978925535887206436765415,12111.5734346790719238946215858447731,-0.0000396811793703059009421682316
175,12251.1745490661761740641427356488845,12251.1745883596543154392818157552673,-0.0000392934781413751390801063828
176,12391.5756965548448479318145944329427,12391.5757354665314197106742692235703,-0.0000389116865717788596747906276
177,12532.7768375385109520501585655331018,12532.7768760741932657913030413832151,-0.0000385356823137411444758501133
178,12674.7779720905246725726992947811653,12674.7780102558708867127434211047391,-0.0000381653462141400441263235738
179,12817.5791002830023175592276637868276,12817.5791380835645315315708325007460,-0.0000378005622139723431687139184
180,12961.1802221868538420268048813128708,12961.1802596280710935229409988243081,-0.0000374412172514961361175114373
181,13105.5813378718096080891624625707505,13105.5813749590107770212866449053936,-0.0000370872011689321241823346431
182,13250.7824474064464078798529971830782,13250.7824841448530304441439023022368,-0.0000367384066225642909051191586
183,13396.7835508582127723083950268903752,13396.7835872529417683861842938860712,-0.0000363947289960777892669956960
184,13543.5846482934535898909175797814762,13543.5846843495199069221651365856986,-0.0000360560663170312475568042224
185,13691.1857397774340574633968178637631,13691.1857754997532337542372770023125,-0.0000357223191762908404591385494
186,13839.5868253743629837460736925036795,13839.5868607677536341238279534575497,-0.0000353933906503777542609538702
187,13988.7879051474154695595187903751537,13988.7879402166016960903957823405899,-0.0000350691862265308769919654362
188,14138.7889791587549801286280168734223,14138.7890139083687105543119734246235,-0.0000347496137304256839565512012
189,14289.5900474695548332056055863644871,14289.5900819041380896261647720184382,-0.0000344345832564205591856539511
190,14441.1911101400191186629777397358510,14441.1911442640262188985465129103404,-0.0000341240071002355687731744894
191,14593.5921672294030687791544380690662,14593.5922010472027627524882767986098,-0.0000338177996939733338387295436
192,14746.7932187960328955987066117457978,14746.7932523119104389698226553130859,-0.0000335158775433711160435672881
193,14900.7942648973251136711710797935067,14900.7942981154842808896132138878652,-0.0000332181591672184421340943585
194,15055.5953055898053615091290862085818,15055.5953385143704003402413937129387,-0.0000329245650388311123075043569
195,15211.1963409291267396978801958733993,15211.1963735641442692276788814511132,-0.0000326350175295297986855777139
196,15367.5973709700876793485736688405921,15367.5974033195285333691467485217212,-0.0000323494408540205730796811291
197,15524.7983957666493552700801313023005,15524.7984278344103728765837829001979,-0.0000320677610176065036515978974
198,15682.7994153719526580215442826650793,15682.7994471618584232155411560956676,-0.0000317899057651939968734305883
199,15841.6004298383347376794334836914277,15841.6004613541392696346783256738020,-0.0000315158045319552448419823743
200,16001.2014392173451332592429148349522,16001.2014704627335289126720357002508,-0.0000312453883956534291208652986
201,16161.6024435597614987682355750599982,16161.6024745383515293296605126032907,-0.0000309785900305614249375432925
202,16322.8034429156049392653277499661667,16322.8034736309486020948135976835242,-0.0000307153436628294858477173575
203,16484.8044373341549675828017935705374,16484.8044677897399949583456334824124,-0.0000304555850273755438399118750
204,16647.6054268639640933247069112890747,16647.6054570632154194515090423688465,-0.0000301992513261268021310797718
205,16811.2064115528720541072597802262787,16811.2064414991532417676642934081061,-0.0000299462811876604045131818274
206,16975.6073914480197020599410726479393,16975.6074211446343301584064381672944,-0.0000296966146280984653655193551
207,17140.8083665958625514579130860635202,17140.8083960460555647453224649237426,-0.0000294501930132874093788602224
208,17306.8093370421840017071624661315642,17306.8093662491430238729966139385575,-0.0000292069590221658341478069933
209,17473.6103028321082414251951099542525,17473.6103317989648527250326229748890,-0.0000289668566112998375130206365
210,17641.2112640101128451128817207404450,17641.2112927399438256466308414201849,-0.0000287298309805337491206797399
211,17809.6122206200410697764099034988530,17809.6122491158696095047367047737578,-0.0000284958285397283268012749048
212,17978.8131727051138617264643992577244,17978.8132009699107382776615458508930,-0.0000282647968765511971465931686
213,18148.8141203079415779325225899571958,18148.8141483446263031655024695881732,-0.0000280366847252329798796309774
214,18319.6150634705354369079485979262053,18319.6150912819773732410048355465197,-0.0000278114419363330562376203144
215,18491.2160022343186983321097874833494,18491.2160298233381457468409466776247,-0.0000275890194474147311591942753
216,18663.6169366401375853639657241147565,18663.6169640095068399861168067290640,-0.0000273693692546221510826143075
217,18836.8178667282719536061644263787784,18836.8178938807163387398231125990994,-0.0000271524443851336586862203210
218,19010.8187925384457156920882235113796,19010.8188194766445861514944959842892,-0.0000269381988704594062724729096
219,19185.6197141098370247687773294780841,19185.6197408364247452975720594834720,-0.0000267265877205287947300053879
220,19361.2206314810882293838513412740684,19361.2206579986551279598388272384613,-0.0000265175668985759874859643929
221,19537.6215446903155976787104330818151,19537.6215710014088944542647466691550,-0.0000263110932967755543135873399
222,19714.8224537751188280853737197048635,19714.8224798822435406815681488418740,-0.0000261071247125961944291370105
223,19892.8233587725903400877779147392098,19892.8233846782101659625035771438524,-0.0000259056198258747256624046426
224,20071.6242597193243601068261972268946,20071.6242854258625366775195283603745,-0.0000257065381765706933311334799
225,20251.2251566514258050657213535564995,20251.2251821612659482140600301706336,-0.0000255098401431483386766141341
226,20431.6260496045189671735157989368276,20431.6260749200058887976156607995729,-0.0000253154869216240998618627453
227,20612.8269386137560085697162590463468,20612.8269637371965137891774645951121,-0.0000251234405052194612055487653
228,20794.8278237138252676401338564733597,20794.8278486474889322371465663993947,-0.0000249336636645970127099260350
229,20977.6287049389593841561143432989503,20977.6287296850793128359106961885953,-0.0000247461199286797963528896450
230,21161.2295823229432479233760951732897,21161.2296068837168139400249114396610,-0.0000245607735660166488162663713
231,21345.6304558991217727297097131106523,21345.6304802767113394220493200926794,-0.0000243775895666923396069820271
232,21530.8313257004075060004430355003335,21530.8313498969411307447500607468741,-0.0000241965336247443070252465406
233,21716.8321917592880691471591267286644,21716.8322157768601902411156920580964,-0.0000240175721210939565653294320
234,21903.6330541078334447557159065752622,21903.6330779485055516946642171554186,-0.0000238406721069389483105801564
235,22091.2339127777031037846502443730985,22091.2339364435043914254400921761528,-0.0000236658012876407898478030543
236,22279.6347678001529824727172917208439,22279.6347912930809895371863544097203,-0.0000234929280070644690626888764
237,22468.8356192060423125756741113749989,22468.8356425280635449017974757878082,-0.0000233220212323261233644128093
238,22658.8364670258403066633008427050043,22658.8364901788908456691057445892740,-0.0000231530505390058049018842697
239,22849.6373112896327039122207054823976,22849.6373342756188006661595839658532,-0.0000229859860967539388784834556
240,23041.2381520271281785479167029215011,23041.2381748479268338316571707308316,-0.0000228207986552837404678093305
241,23233.6389892676646152172742765706798,23233.6390119251241459768620812955885,-0.0000226574595307595878047249087
242,23426.8398230402152541475801303822611,23426.8398455361558467338854493436789,-0.0000224959405925863053189614178
243,23620.8406533733947101227296418093799,23620.8406757096089606250508015534529,-0.0000223362142505023211597440730
244,23815.6414802954648669648585941975484,23815.6415024737183090413943742379242,-0.0000221782534420765357800403758
245,24011.2423038343406518944887122655939,24011.2423258563722724216276377865048,-0.0000220220316205271389255209109
246,24207.6431240175956922877331345641080,24207.6431458851184351348359529247131,-0.0000218675227428471028183606051
247,24404.8439408724678562123259316527694,24404.8439625871691144973556010867914,-0.0000217147012582850296694340220
248,24602.8447544258646843230078045594703,24602.8447759894067814336509609494169,-0.0000215635420971106431563899466
249,24801.6455647043687080847616399008666,24801.6455861183893677746439830944032,-0.0000214140206596898823431935366
250,25001.2463717342426647079963734100183,25001.2463930003554705642022194383754,-0.0000212661128058562058460283571
251,25201.6471755414346066950839168463257,25201.6471966612294512281220439871410,-0.0000211197948445330381271408153
252,25402.8479761515829087961419934785636,25402.8479971266264324664915495044618,-0.0000209750435236703495560258982
253,25604.8487735900211774456586088892638,25604.8487944218571978759809681275019,-0.0000208318360204303223592382381
254,25807.6495678817830623362077988488616,25807.6495885719329939444500553551356,-0.0000206901499316082422565062740
255,26011.2503590516069740086790275119442,26011.2503796015702383515886037201205,-0.0000205499632643429095762081763
256,26215.6511471239407075437792424241746,26215.6511675351951345755900861451685,-0.0000204112544270318108437209939
257,26420.8519321229459787455448532674031,26420.8519523969481992428485193099550,-0.0000202740022204973036660425519
258,26626.8527140725028692609147758106837,26626.8527342106886986445729412917824,-0.0000201381858293836581654810987
259,26833.6534929962141874382075695335022,26833.6535129999990012149201543807182,-0.0000200037848137767125848472160
260,27041.2542689174097453101995119779612,27041.2542887881888463282562936429458,-0.0000198707791010180567816649846
261,27249.6550418591505520148533967290097,27249.6550615982995297731577818060217,-0.0000197391489777583043850770120
262,27458.8558118442329283784222003529139,27458.8558314531080105520889579244681,-0.0000196088750821736667575715542
263,27668.8565788951925415108072131550991,27668.8565983751309379339246981045698,-0.0000194799383964231174849494707
264,27879.6573430343083648633205110402743,27879.6573623866286041234764368942205,-0.0000193523202392601559258539462
265,28091.2581042836065622733766763179297,28091.2581235096088211175793470429132,-0.0000192260022588442026707249835
266,28303.6588626648642981631431366250825,28303.6588817658307238934040410742582,-0.0000191009664257302609044491757
267,28516.8596181996134771046782147729071,28516.8596371768085031474878398345452,-0.0000189771950260428096250616381
268,28730.8603709091444127845526972293852,28730.8603897638150675854856080173342,-0.0000188546706548009329107879490
269,28945.6611208145094306371511196582846,28945.6611395478856400539668835488059,-0.0000187333762094168157638905213
270,29161.2618679365263998700737368309191,29161.2618865498212832229325739491699,-0.0000186132948833528588371182508
271,29377.6626122957822041648723875594702,29377.6626307901923641169257945869333,-0.0000184944101599520534070274631
272,29594.8633539126361450319607367020015,29594.8633722893419514153573190728178,-0.0000183767058063833965823708163
273,29812.8640928072232852620900285176901,29812.8641110673891530318674138414154,-0.0000182601658677697773853237253
274,30031.6648289994577296826839679565359,30031.6648471442323911118395723309071,-0.0000181447746614291556043743712
275,30251.2655625090358470938886001166445,30251.2655805395526183817823150717453,-0.0000180305167712878937149551008
276,30471.6662933554394316619652787726979,30471.6663112728164740625262528156982,-0.0000179173770424005609740430003
277,30692.8670215579388112533168393882519,30692.8670393632793868560581847534916,-0.0000178053405756027413453652397
278,30914.8677471355958944630704893824244,30914.8677648299886167809493386253890,-0.0000176943927223178788492429646
279,31137.6684701072671678406615422200232,31137.6684876917862472999156910838600,-0.0000175845190794592541488638368
280,31361.2691904916066354052635880924109,31361.2692079673121198720780356864634,-0.0000174757054844668144475940525
281,31585.6699083070687083398678232481752,31585.6699256750067187973541311408119,-0.0000173679380104574863078926367
282,31810.8706235719110423602593952120563,31810.8706408331140038497090057856213,-0.0000172612029614894496105735650
283,32036.8713363041973259713167388966308,32036.8713534596841939177584634713489,-0.0000171554868679464417245747181
284,32263.6720465218000167671485872114381,32263.6720635725764987918413062505817,-0.0000170507764820246927190391436
285,32491.2727542424030325823086178619714,32491.2727711894618058921609247790061,-0.0000169470587733098523069170347
286,32719.6734594835043935188128118561673,32719.6734763278253180042800901159617,-0.0000168443209244854672782597944
287,32948.8741622624188199082297886568173,32948.8741790049691470285167949567303,-0.0000167425503271202870062999130
288,33178.8748625962802826105997153885370,33178.8748792380148601671355385593388,-0.0000166417345775565358231708018
289,33409.6755605020445102982254086464163,33409.6755770439059831982713428242103,-0.0000165418614729000459341777940
290,33641.2762559964914544568421584424340,33641.2762724394104615518076206742688,-0.0000164429190070949654622318348
291,33873.6769490962277099450860976638473,33873.6769654411230770415445332930295,-0.0000163448953670964584356291822
292,34106.8776398176888939971467481020804,34106.8776560654678231145423208104840,-0.0000162477789291173955727084036
293,34340.8783281771419875743579460111267,34340.8783443287002425513557727478125,-0.0000161515582549769978267366858
294,34575.6790141906876341026205181198931,34575.6790302469097226106119901887891,-0.0000160562220885079914720688960
295,34811.2796978742623976827814763416418,34811.2797138360217497635948031200639,-0.0000159617593520808133267784221
296,35047.6803792436409883595083109175428,35047.6803951118001315286576149888273,-0.0000158681591431691493040712845
297,35284.8810583144384443803626378078954,35284.8810740898491753923689784132677,-0.0000157754107310120063406053723
