Matrix size,Predicted Coefficient,Original Coefficient,Original - Constant,Error,Formula
455,0.2069449527160706,0.2079402382881066,0.0024502382881065876,-0.004786401998140411,0.15552exp(-x^0.25187) + 0.20549
456,0.2069411979214288,0.2079374572642015,0.0024474572642014802,-0.004791149011247501,0.15552exp(-x^0.25187) + 0.20549
457,0.2069374589481565,0.2079346847609535,0.002444684760953497,-0.004795860844204267,0.15552exp(-x^0.25187) + 0.20549
458,0.2069337357004803,0.2079319207274073,0.0024419207274072874,-0.004800537711742645,0.15552exp(-x^0.25187) + 0.20549
459,0.20693002808339292,0.2079291651323301,0.0024391651323300845,-0.004805179919331186,0.15552exp(-x^0.25187) + 0.20549
460,0.20692633600264557,0.2079264179161555,0.002436417916155481,-0.004809787633205872,0.15552exp(-x^0.25187) + 0.20549
461,0.20692265936474033,0.2079236790393645,0.002433679039364506,-0.004814361111966794,0.15552exp(-x^0.25187) + 0.20549
462,0.2069189980769228,0.2079209484567364,0.002430948456736387,-0.004818900583372828,0.15552exp(-x^0.25187) + 0.20549
463,0.20691535204717454,0.2079182261242667,0.002428226124266686,-0.00482340627748894,0.15552exp(-x^0.25187) + 0.20549
464,0.20691172118420592,0.2079155119983321,0.0024255119983321027,-0.004827878422723168,0.15552exp(-x^0.25187) + 0.20549
465,0.20690810539744875,0.207912806036513,0.0024228060365129866,-0.004832317249798461,0.15552exp(-x^0.25187) + 0.20549
466,0.20690450459704937,0.2079101082153257,0.002420108215325706,-0.004836723076661909,0.15552exp(-x^0.25187) + 0.20549
467,0.20690091869386135,0.2079074184290026,0.002417418429002588,-0.004841095824028774,0.15552exp(-x^0.25187) + 0.20549
468,0.20689734759943873,0.207904736699341,0.0024147366993410024,-0.004845436019858952,0.15552exp(-x^0.25187) + 0.20549
469,0.20689379122602908,0.2079020629500004,0.0024120629500004043,-0.004849743719059765,0.15552exp(-x^0.25187) + 0.20549
470,0.20689024948656662,0.2078993971735175,0.0024093971735174857,-0.004854019302944952,0.15552exp(-x^0.25187) + 0.20549
471,0.20688672229466562,0.2078967392962971,0.002406739296297089,-0.004858262833030707,0.15552exp(-x^0.25187) + 0.20549
472,0.20688320956461376,0.207894089285665,0.00240408928566499,-0.004862474563488912,0.15552exp(-x^0.25187) + 0.20549
473,0.20687971121136545,0.2078914471022729,0.0024014471022728856,-0.004866654713359698,0.15552exp(-x^0.25187) + 0.20549
474,0.20687622715053547,0.2078888127057006,0.0023988127057005815,-0.004870803493397181,0.15552exp(-x^0.25187) + 0.20549
475,0.20687275729839252,0.207886186055125,0.0023961860551249825,-0.004874921109302256,0.15552exp(-x^0.25187) + 0.20549
476,0.20686930157185288,0.2078835671092244,0.0023935671092243926,-0.004879007761294647,0.15552exp(-x^0.25187) + 0.20549
477,0.20686585988847417,0.2078809558309929,0.0023909558309928858,-0.004883063667188426,0.15552exp(-x^0.25187) + 0.20549
478,0.20686243216644914,0.2078783521787829,0.0023883521787828876,-0.004887089019543606,0.15552exp(-x^0.25187) + 0.20549
479,0.2068590183245996,0.2078757561137138,0.002385756113713805,-0.0048910840211593715,0.15552exp(-x^0.25187) + 0.20549
480,0.2068556182823703,0.2078731675976471,0.00238316759764709,-0.004895048875410032,0.15552exp(-x^0.25187) + 0.20549
481,0.20685223195982305,0.2078705865922751,0.00238058659227508,-0.004898983781911733,0.15552exp(-x^0.25187) + 0.20549
482,0.20684885927763072,0.2078680130581909,0.002378013058190881,-0.004902888932097809,0.15552exp(-x^0.25187) + 0.20549
483,0.2068455001570715,0.2078654469584819,0.0023754469584818805,-0.00490676452644915,0.15552exp(-x^0.25187) + 0.20549
484,0.20684215452002308,0.2078628882534575,0.0023728882534574947,-0.004910610749282908,0.15552exp(-x^0.25187) + 0.20549
485,0.20683882228895692,0.2078603369076799,0.002370336907679904,-0.004914427802436841,0.15552exp(-x^0.25187) + 0.20549
486,0.20683550338693268,0.2078577928831703,0.0023677928831702943,-0.0049182158727732175,0.15552exp(-x^0.25187) + 0.20549
487,0.2068321977375926,0.2078552561418629,0.0023652561418628926,-0.004921975143953345,0.15552exp(-x^0.25187) + 0.20549
488,0.20682890526515596,0.2078527266499447,0.002362726649944691,-0.00492570581723956,0.15552exp(-x^0.25187) + 0.20549
489,0.20682562589441372,0.2078502043688417,0.002360204368841684,-0.004929408068369258,0.15552exp(-x^0.25187) + 0.20549
490,0.2068223595507231,0.2078476892245286,0.0023576892245285863,-0.004933081900650264,0.15552exp(-x^0.25187) + 0.20549
491,0.20681910616000218,0.207845181295076,0.002355181295076003,-0.004936728042865321,0.15552exp(-x^0.25187) + 0.20549
492,0.20681586564872473,0.2078426804314748,0.0023526804314747962,-0.004940346134001155,0.15552exp(-x^0.25187) + 0.20549
493,0.20681263794391502,0.2078401866356911,0.002350186635691087,-0.004943936533203707,0.15552exp(-x^0.25187) + 0.20549
494,0.20680942297314253,0.2078376998734299,0.0023476998734298926,-0.004947499423413426,0.15552exp(-x^0.25187) + 0.20549
495,0.20680622066451707,0.2078352200983524,0.0023452200983523908,-0.004951034927325529,0.15552exp(-x^0.25187) + 0.20549
496,0.2068030309466835,0.2078327472560085,0.0023427472560084983,-0.004954543126240789,0.15552exp(-x^0.25187) + 0.20549
497,0.20679985374881704,0.2078302814357341,0.0023402814357340873,-0.004958024787334388,0.15552exp(-x^0.25187) + 0.20549
498,0.2067966890006181,0.2078278224583437,0.0023378224583436857,-0.004961479389662921,0.15552exp(-x^0.25187) + 0.20549
499,0.20679353663230754,0.2078253703260376,0.002335370326037589,-0.004964907278217808,0.15552exp(-x^0.25187) + 0.20549
500,0.20679039657462187,0.2078229250527215,0.0023329250527215073,-0.004968308851575018,0.15552exp(-x^0.25187) + 0.20549
501,0.20678726875880843,0.2078204865573188,0.002330486557318795,-0.004971684051107256,0.15552exp(-x^0.25187) + 0.20549
502,0.20678415311662074,0.2078180548233285,0.002328054823328485,-0.004975033124945271,0.15552exp(-x^0.25187) + 0.20549
503,0.2067810495803138,0.2078156298151957,0.0023256298151956845,-0.004978356227594241,0.15552exp(-x^0.25187) + 0.20549
504,0.2067779580826395,0.2078132115029139,0.0023232115029138967,-0.004981653537748712,0.15552exp(-x^0.25187) + 0.20549
505,0.20677487855684212,0.2078107998533109,0.0023207998533109064,-0.004984925216591358,0.15552exp(-x^0.25187) + 0.20549
506,0.20677181093665378,0.2078083948324967,0.002318394832496684,-0.004988171419535013,0.15552exp(-x^0.25187) + 0.20549
507,0.20676875515629003,0.2078059964109666,0.002315996410966581,-0.004991392320678064,0.15552exp(-x^0.25187) + 0.20549
508,0.20676571115044537,0.2078036045544493,0.002313604554449289,-0.0049945880690051925,0.15552exp(-x^0.25187) + 0.20549
509,0.20676267885428895,0.207801219232583,0.002311219232582984,-0.004997758829950106,0.15552exp(-x^0.25187) + 0.20549
510,0.20675965820346034,0.2077988404139311,0.0023088404139310903,-0.005000904761550746,0.15552exp(-x^0.25187) + 0.20549
511,0.20675664913406508,0.2077964680665952,0.0023064680665952075,-0.005004026017405119,0.15552exp(-x^0.25187) + 0.20549
512,0.20675365158267067,0.2077941021608188,0.002304102160818805,-0.005007122759157521,0.15552exp(-x^0.25187) + 0.20549
513,0.2067506654863023,0.2077917426644435,0.0023017426644434957,-0.005010195134762411,0.15552exp(-x^0.25187) + 0.20549
514,0.20674769078243868,0.2077893895469214,0.002299389546921382,-0.005013243297716501,0.15552exp(-x^0.25187) + 0.20549
515,0.2067447274090081,0.2077870427793841,0.002297042779384084,-0.005016267407408383,0.15552exp(-x^0.25187) + 0.20549
516,0.20674177530438428,0.20778470233047,0.0022947023304699943,-0.005019267609157284,0.15552exp(-x^0.25187) + 0.20549
517,0.20673883440738242,0.2077823681706722,0.0022923681706721877,-0.0050222440550519686,0.15552exp(-x^0.25187) + 0.20549
518,0.2067359046572553,0.2077800402689157,0.0022900402689156885,-0.005025196887578982,0.15552exp(-x^0.25187) + 0.20549
519,0.20673298599368928,0.2077777185979668,0.0022877185979667813,-0.0050281262655452645,0.15552exp(-x^0.25187) + 0.20549
520,0.20673007835680052,0.2077754031792611,0.0022854031792610974,-0.00503103257876351,0.15552exp(-x^0.25187) + 0.20549
521,0.2067271816871311,0.2077730938262686,0.002283093826268595,-0.005033915219128606,0.15552exp(-x^0.25187) + 0.20549
522,0.20672429592564534,0.2077707906681456,0.002280790668145599,-0.005036775088235288,0.15552exp(-x^0.25187) + 0.20549
523,0.20672142101372587,0.2077684936234901,0.0022784936234900854,-0.0050396120773811125,0.15552exp(-x^0.25187) + 0.20549
524,0.20671855689317015,0.2077662026633302,0.0022762026633302013,-0.0050424263269502655,0.15552exp(-x^0.25187) + 0.20549
525,0.20671570350618665,0.2077639177595261,0.002273917759526095,-0.005045217979344688,0.15552exp(-x^0.25187) + 0.20549
526,0.2067128607953913,0.2077616388839975,0.0022716388839975066,-0.005047987175302295,0.15552exp(-x^0.25187) + 0.20549
527,0.20671002870380392,0.2077593660289032,0.0022693660289031803,-0.00505073415055224,0.15552exp(-x^0.25187) + 0.20549
528,0.20670720717484461,0.2077570991058477,0.0022670991058476864,-0.005053458753138349,0.15552exp(-x^0.25187) + 0.20549
529,0.20670439615233033,0.2077548381466323,0.002264838146632281,-0.005056161404821595,0.15552exp(-x^0.25187) + 0.20549
530,0.20670159558047127,0.2077525831054913,0.002262583105491295,-0.005058842154017247,0.15552exp(-x^0.25187) + 0.20549
531,0.20669880540386765,0.20775033395419,0.0022603339541899803,-0.00506150113122902,0.15552exp(-x^0.25187) + 0.20549
532,0.20669602556750613,0.2077480906650151,0.002258090665015089,-0.005064138467608706,0.15552exp(-x^0.25187) + 0.20549
533,0.20669325601675648,0.2077458532125451,0.0022558532125450947,-0.005066754303450331,0.15552exp(-x^0.25187) + 0.20549
534,0.2066904966973683,0.2077436215682875,0.002253621568287484,-0.005069348762522721,0.15552exp(-x^0.25187) + 0.20549
535,0.2066877475554678,0.2077413957073607,0.002251395707360687,-0.005071921984086162,0.15552exp(-x^0.25187) + 0.20549
536,0.2066850085375543,0.2077391756018764,0.002249175601876402,-0.005074474091215062,0.15552exp(-x^0.25187) + 0.20549
537,0.20668227959049726,0.2077369612271246,0.0022469612271245887,-0.005077005220434621,0.15552exp(-x^0.25187) + 0.20549
538,0.20667956066153295,0.2077347525556838,0.0022447525556837933,-0.005079515493528223,0.15552exp(-x^0.25187) + 0.20549
539,0.20667685169826133,0.2077325495625296,0.002242549562529589,-0.005082005042019121,0.15552exp(-x^0.25187) + 0.20549
540,0.2066741526486429,0.2077303522067148,0.002240352206714785,-0.005084473919443731,0.15552exp(-x^0.25187) + 0.20549
541,0.20667146346099563,0.2077281605069461,0.0022381605069460853,-0.005086922463337014,0.15552exp(-x^0.25187) + 0.20549
542,0.2066687840839919,0.2077259743932797,0.0022359743932796883,-0.005089350584950272,0.15552exp(-x^0.25187) + 0.20549
543,0.20666611446665548,0.2077237938562137,0.002233793856213695,-0.005091758483336531,0.15552exp(-x^0.25187) + 0.20549
544,0.20666345455835847,0.2077216188700568,0.002231618870056795,-0.005094146278343247,0.15552exp(-x^0.25187) + 0.20549
545,0.20666080430881845,0.207719449409182,0.0022294494091819883,-0.005096514088472023,0.15552exp(-x^0.25187) + 0.20549
546,0.20665816366809533,0.2077172854506077,0.0022272854506076856,-0.0050988620432563915,0.15552exp(-x^0.25187) + 0.20549
547,0.20665553258658875,0.2077151269638036,0.0022251269638035864,-0.0051011902344478,0.15552exp(-x^0.25187) + 0.20549
548,0.20665291101503488,0.2077129739381219,0.0022229739381219027,-0.0051034988474182585,0.15552exp(-x^0.25187) + 0.20549
549,0.20665029890450387,0.2077108263074513,0.0022208263074512957,-0.0051057878002836975,0.15552exp(-x^0.25187) + 0.20549
550,0.2066476962063967,0.2077086841372964,0.002218684137296395,-0.005108057639989602,0.15552exp(-x^0.25187) + 0.20549
551,0.20664510287244275,0.2077065473195136,0.0022165473195135954,-0.005110308080168674,0.15552exp(-x^0.25187) + 0.20549
552,0.20664251885469673,0.2077044158569572,0.002214415856957197,-0.005112539364554423,0.15552exp(-x^0.25187) + 0.20549
553,0.20663994410553613,0.2077022897274544,0.0022122897274543807,-0.005114751615460101,0.15552exp(-x^0.25187) + 0.20549
554,0.20663737857765846,0.2077001689060508,0.0022101689060508023,-0.005116944940343702,0.15552exp(-x^0.25187) + 0.20549
555,0.2066348222240785,0.2076980533704917,0.0022080533704916805,-0.005119119458075005,0.15552exp(-x^0.25187) + 0.20549
556,0.2066322749981258,0.2076959430977637,0.002205943097763702,-0.00512127528238346,0.15552exp(-x^0.25187) + 0.20549
557,0.2066297368534419,0.207693838062948,0.0022038380629479937,-0.005123412516377025,0.15552exp(-x^0.25187) + 0.20549
558,0.20662720774397786,0.2076917382453846,0.0022017382453845824,-0.005125531282082118,0.15552exp(-x^0.25187) + 0.20549
559,0.20662468762399147,0.2076896436207763,0.0021996436207762926,-0.005127631682633859,0.15552exp(-x^0.25187) + 0.20549
560,0.20662217644804504,0.2076875541672512,0.0021975541672512033,-0.005129713831326755,0.15552exp(-x^0.25187) + 0.20549
561,0.20661967417100255,0.2076854698615386,0.002195469861538596,-0.00513177783331018,0.15552exp(-x^0.25187) + 0.20549
562,0.20661718074802737,0.2076833906820594,0.0021933906820593985,-0.005133823800403383,0.15552exp(-x^0.25187) + 0.20549
563,0.20661469613457964,0.2076813166059439,0.002191316605943905,-0.00513585183682211,0.15552exp(-x^0.25187) + 0.20549
564,0.20661222028641393,0.2076792476118301,0.002189247611830092,-0.005137862052594334,0.15552exp(-x^0.25187) + 0.20549
565,0.20660975315957675,0.2076771836766726,0.0021871836766725883,-0.005139854548286356,0.15552exp(-x^0.25187) + 0.20549
566,0.2066072947104042,0.2076751247841526,0.0021851247841525867,-0.005141829455300622,0.15552exp(-x^0.25187) + 0.20549
567,0.20660484489551956,0.2076730708987491,0.0021830708987490843,-0.005143786811677409,0.15552exp(-x^0.25187) + 0.20549
568,0.2066024036718309,0.2076710220128315,0.0021810220128314906,-0.0051457267877007065,0.15552exp(-x^0.25187) + 0.20549
569,0.2065999709965288,0.2076689780979896,0.0021789780979895867,-0.005147649452757353,0.15552exp(-x^0.25187) + 0.20549
570,0.20659754682708406,0.2076669391370414,0.002176939137041395,-0.005149554928681439,0.15552exp(-x^0.25187) + 0.20549
571,0.20659513112124545,0.2076649051061702,0.0021749051061701885,-0.005151443304191526,0.15552exp(-x^0.25187) + 0.20549
572,0.20659272383703722,0.2076628759849135,0.0021728759849135026,-0.0051533146827554815,0.15552exp(-x^0.25187) + 0.20549
573,0.20659032493275717,0.2076608517522999,0.0021708517522998905,-0.005155169164092919,0.15552exp(-x^0.25187) + 0.20549
574,0.20658793436697426,0.2076588323871278,0.0021688323871277837,-0.005157006845522042,0.15552exp(-x^0.25187) + 0.20549
575,0.20658555209852636,0.2076568178692604,0.002166817869260401,-0.0051588278281742275,0.15552exp(-x^0.25187) + 0.20549
576,0.20658317808651827,0.2076548081784818,0.002164808178481803,-0.005160632211523169,0.15552exp(-x^0.25187) + 0.20549
577,0.20658081229031938,0.2076528032939296,0.002162803293929594,-0.005162420090678138,0.15552exp(-x^0.25187) + 0.20549
578,0.20657845466956165,0.2076508031952303,0.002160803195230293,-0.005164191561832976,0.15552exp(-x^0.25187) + 0.20549
579,0.20657610518413738,0.2076488078622155,0.002158807862215506,-0.00516594672091697,0.15552exp(-x^0.25187) + 0.20549
580,0.2065737637941973,0.2076468172749768,0.0021568172749767967,-0.005167685663866913,0.15552exp(-x^0.25187) + 0.20549
581,0.2065714304601483,0.2076448314139544,0.0021548314139543945,-0.0051694084870631445,0.15552exp(-x^0.25187) + 0.20549
582,0.2065691051426515,0.2076428502584794,0.0021528502584793885,-0.005171115280354046,0.15552exp(-x^0.25187) + 0.20549
583,0.20656678780262022,0.2076408737893833,0.0021508737893833063,-0.005172806139568501,0.15552exp(-x^0.25187) + 0.20549
584,0.20656447840121786,0.2076389019875057,0.002148901987505697,-0.005174481159375877,0.15552exp(-x^0.25187) + 0.20549
585,0.20656217689985604,0.2076369348332949,0.0021469348332948945,-0.005176140431382078,0.15552exp(-x^0.25187) + 0.20549
586,0.20655988326019253,0.2076349722801626,0.0021449722801625826,-0.005177783916475464,0.15552exp(-x^0.25187) + 0.20549
587,0.20655759744412938,0.2076330143884182,0.002143014388418185,-0.005179412086543384,0.15552exp(-x^0.25187) + 0.20549
588,0.20655531941381086,0.207631061060489,0.0021410610604890024,-0.005181024655866646,0.15552exp(-x^0.25187) + 0.20549
589,0.20655304913162165,0.2076291123031603,0.002139112303160301,-0.0051826218375749505,0.15552exp(-x^0.25187) + 0.20549
590,0.20655078656018488,0.2076271680978186,0.0021371680978185814,-0.005184203721964706,0.15552exp(-x^0.25187) + 0.20549
591,0.20654853166236034,0.2076252284251129,0.002135228425112906,-0.005185770394665303,0.15552exp(-x^0.25187) + 0.20549
592,0.20654628440124245,0.2076232932673065,0.002133293267306491,-0.005187321947915735,0.15552exp(-x^0.25187) + 0.20549
593,0.20654404474015856,0.2076213626044459,0.0021313626044459077,-0.005188858462218227,0.15552exp(-x^0.25187) + 0.20549
594,0.20654181264266705,0.2076194364194543,0.002129436419454289,-0.005190380030750677,0.15552exp(-x^0.25187) + 0.20549
595,0.20653958807255557,0.2076175146934715,0.0021275146934714995,-0.005191886737048162,0.15552exp(-x^0.25187) + 0.20549
596,0.2065373709938392,0.2076155974088206,0.0021255974088205953,-0.005193378669225116,0.15552exp(-x^0.25187) + 0.20549
597,0.2065351613707586,0.2076136845462651,0.0021236845462651033,-0.005194855906842478,0.15552exp(-x^0.25187) + 0.20549
598,0.2065329591677785,0.2076117760885055,0.0021217760885055004,-0.005196318537668605,0.15552exp(-x^0.25187) + 0.20549
599,0.2065307643495856,0.2076098720174222,0.0021198720174221974,-0.005197766644478537,0.15552exp(-x^0.25187) + 0.20549
600,0.20652857688108717,0.2076079723152086,0.002117972315208605,-0.005199200310490058,0.15552exp(-x^0.25187) + 0.20549
601,0.20652639672740908,0.2076060769647365,0.0021160769647365074,-0.005200619621124227,0.15552exp(-x^0.25187) + 0.20549
602,0.20652422385389435,0.2076041860015645,0.0021141860015644887,-0.005202024913226004,0.15552exp(-x^0.25187) + 0.20549
603,0.2065220582261012,0.2076022992159995,0.0021122992159994802,-0.005203415347410722,0.15552exp(-x^0.25187) + 0.20549
604,0.20651989980980165,0.2076004168445636,0.0021104168445635896,-0.005204792221447997,0.15552exp(-x^0.25187) + 0.20549
605,0.2065177485709796,0.2075985387244134,0.0021085387244133835,-0.005206154918404981,0.15552exp(-x^0.25187) + 0.20549
606,0.20651560447582948,0.2075966648677267,0.002106664867726704,-0.00520750365901131,0.15552exp(-x^0.25187) + 0.20549
607,0.2065134674907544,0.2075947952711059,0.0021047952711058804,-0.00520883858836322,0.15552exp(-x^0.25187) + 0.20549
608,0.20651133758236462,0.2075929298538279,0.0021029298538279007,-0.005210159480021157,0.15552exp(-x^0.25187) + 0.20549
609,0.20650921471747602,0.2075910687127392,0.0021010687127391847,-0.005211466957474078,0.15552exp(-x^0.25187) + 0.20549
610,0.2065070988631085,0.2075892117378356,0.002099211737835588,-0.005212760652001959,0.15552exp(-x^0.25187) + 0.20549
611,0.20650498998648437,0.2075873589535741,0.002097358953574102,-0.005214040838256478,0.15552exp(-x^0.25187) + 0.20549
612,0.20650288805502676,0.2075855103268533,0.0020955103268532893,-0.005215307514102975,0.15552exp(-x^0.25187) + 0.20549
613,0.2065007930363583,0.207583665846377,0.002093665846376991,-0.00521656078094356,0.15552exp(-x^0.25187) + 0.20549
614,0.20649870489829933,0.2075818254965991,0.002091825496599087,-0.005217800718866445,0.15552exp(-x^0.25187) + 0.20549
615,0.2064966236088666,0.207579989260284,0.002089989260284003,-0.005219027398922318,0.15552exp(-x^0.25187) + 0.20549
616,0.2064945491362717,0.2075781571216528,0.002088157121652806,-0.005220240898208125,0.15552exp(-x^0.25187) + 0.20549
617,0.20649248144891957,0.2075763290638636,0.0020863290638636067,-0.005221441287800108,0.15552exp(-x^0.25187) + 0.20549
618,0.20649042051540709,0.2075745050724637,0.002084505072463688,-0.0052226286493042935,0.15552exp(-x^0.25187) + 0.20549
619,0.20648836630452153,0.2075726851296,0.002082685129599998,-0.005223803047118043,0.15552exp(-x^0.25187) + 0.20549
620,0.20648631878523926,0.2075708692196496,0.0020808692196495893,-0.0052249645554197175,0.15552exp(-x^0.25187) + 0.20549
621,0.20648427792672416,0.2075690573285188,0.0020790573285187908,-0.005226113254817922,0.15552exp(-x^0.25187) + 0.20549
622,0.2064822436983264,0.2075672494353933,0.0020772494353932802,-0.00522724919281929,0.15552exp(-x^0.25187) + 0.20549
623,0.20648021606958084,0.2075654455353713,0.002075445535371284,-0.005228372492306387,0.15552exp(-x^0.25187) + 0.20549
624,0.20647819501020578,0.2075636456026966,0.0020736456026966,-0.005229483175336559,0.15552exp(-x^0.25187) + 0.20549
625,0.20647618049010152,0.2075618496249962,0.0020718496249961804,-0.005230581327234028,0.15552exp(-x^0.25187) + 0.20549
626,0.2064741724793491,0.2075600575884796,0.0020700575884795847,-0.005231667025663622,0.15552exp(-x^0.25187) + 0.20549
627,0.20647217094820877,0.2075582694687211,0.002068269468721101,-0.005232740296459301,0.15552exp(-x^0.25187) + 0.20549
628,0.20647017586711883,0.2075564852721392,0.002066485272139207,-0.005233801312428582,0.15552exp(-x^0.25187) + 0.20549
629,0.20646818720669421,0.2075547049429258,0.0020647049429257935,-0.0052348499472963505,0.15552exp(-x^0.25187) + 0.20549
630,0.20646620493772522,0.2075529285337199,0.0020629285337198933,-0.00523588659370869,0.15552exp(-x^0.25187) + 0.20549
631,0.20646422903117612,0.2075511559692007,0.002061155969200701,-0.005236911030193846,0.15552exp(-x^0.25187) + 0.20549
632,0.20646225945818406,0.2075493872849256,0.0020593872849256067,-0.005237923565869837,0.15552exp(-x^0.25187) + 0.20549
633,0.20646029619005749,0.2075476223733333,0.00205762237333329,-0.005238923823082618,0.15552exp(-x^0.25187) + 0.20549
634,0.20645833919827522,0.2075458613128507,0.002055861312850682,-0.005239912314783081,0.15552exp(-x^0.25187) + 0.20549
635,0.20645638845448494,0.2075441040577427,0.0020541040577427006,-0.005240888958017054,0.15552exp(-x^0.25187) + 0.20549
636,0.20645444393050205,0.2075423505932005,0.002052350593200497,-0.0052418538172521465,0.15552exp(-x^0.25187) + 0.20549
637,0.2064525055983084,0.2075406009081648,0.002050600908164807,-0.005242806974129731,0.15552exp(-x^0.25187) + 0.20549
638,0.20645057343005113,0.2075388549802723,0.0020488549802722966,-0.0052437484553175245,0.15552exp(-x^0.25187) + 0.20549
639,0.20644864739804142,0.2075371128143088,0.0020471128143088047,-0.005244678416825057,0.15552exp(-x^0.25187) + 0.20549
640,0.20644672747475326,0.2075353743577655,0.0020453743577655004,-0.005245596739260228,0.15552exp(-x^0.25187) + 0.20549
641,0.20644481363282227,0.2075336396329945,0.002043639632994504,-0.00524650366127503,0.15552exp(-x^0.25187) + 0.20549
642,0.20644290584504457,0.2075319086135933,0.0020419086135932962,-0.005247399187063616,0.15552exp(-x^0.25187) + 0.20549
643,0.20644100408437557,0.2075301812855892,0.002040181285589193,-0.0052482833796341785,0.15552exp(-x^0.25187) + 0.20549
644,0.2064391083239288,0.2075284576347912,0.0020384576347911854,-0.005249156300190015,0.15552exp(-x^0.25187) + 0.20549
645,0.2064372185369748,0.207526737647095,0.0020367376470949994,-0.005250018009597198,0.15552exp(-x^0.25187) + 0.20549
646,0.20643533469693992,0.2075250213096977,0.002035021309697682,-0.005250868574212001,0.15552exp(-x^0.25187) + 0.20549
647,0.20643345677740524,0.2075233086086102,0.0020333086086102015,-0.005251708053963392,0.15552exp(-x^0.25187) + 0.20549
648,0.20643158475210546,0.2075215995296262,0.002031599529626199,-0.005252536507001671,0.15552exp(-x^0.25187) + 0.20549
649,0.20642971859492779,0.2075198940615481,0.0020298940615481043,-0.005253354005168249,0.15552exp(-x^0.25187) + 0.20549
650,0.2064278582799107,0.2075181921855692,0.002028192185569183,-0.005254160583104354,0.15552exp(-x^0.25187) + 0.20549
651,0.2064260037812431,0.2075164939348297,0.002026493934829704,-0.0052549565237406245,0.15552exp(-x^0.25187) + 0.20549
652,0.20642415507326306,0.2075147991691328,0.002024799169132785,-0.005255741278388595,0.15552exp(-x^0.25187) + 0.20549
653,0.20642231213045675,0.2075131080007843,0.002023108000784285,-0.005256515508039209,0.15552exp(-x^0.25187) + 0.20549
654,0.20642047492745746,0.2075114203748986,0.0020214203748985804,-0.00525727907153339,0.15552exp(-x^0.25187) + 0.20549
655,0.20641864343904454,0.2075097362779629,0.002019736277962897,-0.0052580320253350875,0.15552exp(-x^0.25187) + 0.20549
656,0.20641681764014225,0.2075080556743699,0.002018055674369884,-0.00525877431929707,0.15552exp(-x^0.25187) + 0.20549
657,0.20641499750581885,0.207506378619334,0.002016378619333986,-0.005259506337958215,0.15552exp(-x^0.25187) + 0.20549
658,0.20641318301128544,0.2075047050419005,0.0020147050419004886,-0.00526022786034969,0.15552exp(-x^0.25187) + 0.20549
659,0.20641137413189511,0.2075030349211987,0.0020130349211986975,-0.005260938904908826,0.15552exp(-x^0.25187) + 0.20549
660,0.20640957084314182,0.2075013682753587,0.0020113682753586937,-0.005261639676361269,0.15552exp(-x^0.25187) + 0.20549
661,0.20640777312065933,0.2074997050810685,0.0020097050810684858,-0.00526233018009616,0.15552exp(-x^0.25187) + 0.20549
662,0.20640598094022045,0.2074980453511614,0.0020080453511613916,-0.005263010594113238,0.15552exp(-x^0.25187) + 0.20549
663,0.20640419427773574,0.2074963889979782,0.002006388997978198,-0.005263680613994249,0.15552exp(-x^0.25187) + 0.20549
664,0.2064024131092528,0.2074947360839043,0.002004736083904307,-0.005264340653971117,0.15552exp(-x^0.25187) + 0.20549
665,0.2064006374109552,0.2074930865713471,0.0020030865713470958,-0.005264990648332988,0.15552exp(-x^0.25187) + 0.20549
666,0.20639886715916148,0.2074914404480437,0.0020014404480437065,-0.005265630652151261,0.15552exp(-x^0.25187) + 0.20549
667,0.20639710233032424,0.2074897977011923,0.0019997977011922963,-0.005266260717269879,0.15552exp(-x^0.25187) + 0.20549
668,0.20639534290102923,0.2074881583194286,0.0019981583194285946,-0.005266880901786093,0.15552exp(-x^0.25187) + 0.20549
669,0.20639358884799436,0.2074865222897759,0.0019965222897758983,-0.005267491255432746,0.15552exp(-x^0.25187) + 0.20549
670,0.20639184014806877,0.2074848896009908,0.0019948896009907846,-0.005268091835622513,0.15552exp(-x^0.25187) + 0.20549
671,0.206390096778232,0.2074832602399536,0.0019932602399535815,-0.005268682690147371,0.15552exp(-x^0.25187) + 0.20549
672,0.20638835871559294,0.2074816341954985,0.0019916341954984984,-0.005269263875545877,0.15552exp(-x^0.25187) + 0.20549
673,0.20638662593738907,0.2074800114546192,0.0019900114546191894,-0.0052698354389153846,0.15552exp(-x^0.25187) + 0.20549
674,0.20638489842098542,0.2074783920017012,0.0019883920017012002,-0.005270397414236833,0.15552exp(-x^0.25187) + 0.20549
675,0.20638317614387383,0.2074767758397165,0.001986775839716487,-0.005270949923992979,0.15552exp(-x^0.25187) + 0.20549
676,0.20638145908367195,0.2074751629413129,0.0019851629413129013,-0.005271492944677567,0.15552exp(-x^0.25187) + 0.20549
677,0.20637974721812238,0.2074735533358416,0.0019835533358416035,-0.00527202672404545,0.15552exp(-x^0.25187) + 0.20549
678,0.2063780405250919,0.2074719469033769,0.0019819469033768855,-0.005272550793551103,0.15552exp(-x^0.25187) + 0.20549
679,0.2063763389825705,0.2074703437412356,0.001980343741235596,-0.005273065725622907,0.15552exp(-x^0.25187) + 0.20549
680,0.20637464256867055,0.2074687438015886,0.001978743801588606,-0.005273571396202199,0.15552exp(-x^0.25187) + 0.20549
