Matrix size,Predicted Coefficient,Original Coefficient,Error,Formula
214,0.2108439819437468,0.2090669671595793,0.008499739620803509,0.61532 * exp(-((x)^0.01279)
215,0.21083052062095553,0.2090587618075629,0.008474932110348643,0.61532 * exp(-((x)^0.01279)
216,0.2108171218205695,0.2090506126546668,0.008450150628454868,0.61532 * exp(-((x)^0.01279)
217,0.21080378496480032,0.2090425190363849,0.008425395639768648,0.61532 * exp(-((x)^0.01279)
218,0.21079050948383096,0.2090344802995665,0.008400667592006346,0.61532 * exp(-((x)^0.01279)
219,0.21077729481566948,0.2090264958045221,0.008375966905098493,0.61532 * exp(-((x)^0.01279)
220,0.21076414040600686,0.2090185649202058,0.00835129399375338,0.61532 * exp(-((x)^0.01279)
221,0.2107510457080773,0.2090106870255511,0.008326649260348323,0.61532 * exp(-((x)^0.01279)
222,0.21073801018252195,0.2090028615094848,0.008302033094213892,0.61532 * exp(-((x)^0.01279)
223,0.21072503329725598,0.2089950877742458,0.008277445854989863,0.61532 * exp(-((x)^0.01279)
224,0.2107121145273382,0.2089873652718541,0.008252887696060106,0.61532 * exp(-((x)^0.01279)
225,0.21069925335484374,0.2089796932831148,0.00822835963013577,0.61532 * exp(-((x)^0.01279)
226,0.2106864492687396,0.2089720713750784,0.008203861321660186,0.61532 * exp(-((x)^0.01279)
227,0.21067370176476297,0.2089644989388688,0.008179393315963185,0.61532 * exp(-((x)^0.01279)
228,0.21066101034530227,0.2089569754203476,0.008154955925863424,0.61532 * exp(-((x)^0.01279)
229,0.21064837451928037,0.2089495002721244,0.008130549462637903,0.61532 * exp(-((x)^0.01279)
230,0.21063579380204103,0.208942072900051,0.008106174493636924,0.61532 * exp(-((x)^0.01279)
231,0.2106232677152372,0.2089346929551496,0.00808183043325445,0.61532 * exp(-((x)^0.01279)
232,0.21061079578672232,0.2089273597361798,0.008057518424912185,0.61532 * exp(-((x)^0.01279)
233,0.21059837755044317,0.2089200727921126,0.008033238433726593,0.61532 * exp(-((x)^0.01279)
234,0.2105860125463358,0.2089128316174333,0.008008990716120684,0.61532 * exp(-((x)^0.01279)
235,0.2105737003202233,0.2089056357169271,0.007984775506757804,0.61532 * exp(-((x)^0.01279)
236,0.2105614404237158,0.2088984846004931,0.007960593043089891,0.61532 * exp(-((x)^0.01279)
237,0.2105492324141123,0.2088913777875821,0.007936443543476675,0.61532 * exp(-((x)^0.01279)
238,0.21053707585430542,0.2088843147565584,0.007912327451073696,0.61532 * exp(-((x)^0.01279)
239,0.21052497031268694,0.2088772951800308,0.007888244297859297,0.61532 * exp(-((x)^0.01279)
240,0.2105129153630564,0.208870318459454,0.007864194949850058,0.61532 * exp(-((x)^0.01279)
241,0.2105009105845309,0.2088633841728753,0.007840179446198312,0.61532 * exp(-((x)^0.01279)
242,0.21048895556145705,0.2088564919169797,0.007816197760930812,0.61532 * exp(-((x)^0.01279)
243,0.21047704988332483,0.2088496412418644,0.007792250117278245,0.61532 * exp(-((x)^0.01279)
244,0.21046519314468284,0.2088428316291031,0.007768337093135121,0.61532 * exp(-((x)^0.01279)
245,0.21045338494505586,0.2088360627260688,0.007744458489952015,0.61532 * exp(-((x)^0.01279)
246,0.21044162488886353,0.2088293341547549,0.007720614254862397,0.61532 * exp(-((x)^0.01279)
247,0.21042991258534074,0.2088226454233639,0.007696804906950081,0.61532 * exp(-((x)^0.01279)
248,0.21041824764846023,0.2088159961527126,0.007673030444352874,0.61532 * exp(-((x)^0.01279)
